name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
cg02584939_TTC22,0,4520,2,1.954198e+00,2.232017e+03,7.668778e-02,2.233937e-01
cg02585734_CD247,0,2466,2,1.967057e+00,1.860150e+03,2.638892e-02,2.283875e-01
cg02586830_SERPINC1,0,4060,2,1.950641e+00,2.182968e+03,6.593927e-02,2.270212e-01
cg02586949_MAN1C1,0,4244,2,1.952521e+00,2.181482e+03,6.632198e-02,2.269736e-01
cg02587074_PCNXL2,0,4312,2,1.952083e+00,2.184293e+03,7.003544e-02,2.274635e-01
cg02590060_C1orf123,0,3804,2,1.949113e+00,2.176745e+03,6.378079e-02,2.266872e-01
cg02590572_CHI3L2,0,4268,2,1.952076e+00,2.181857e+03,6.653961e-02,2.273194e-01
cg02595412_TMCC2,0,4248,2,1.952313e+00,2.220310e+03,6.643159e-02,2.269916e-01
cg02599835_EXTL1,0,4253,2,1.952352e+00,2.221217e+03,6.601274e-02,2.265893e-01
cg02613223_OR6K6,0,3702,2,1.948315e+00,2.205969e+03,6.609384e-02,2.247134e-01
cg02616186_NAV1,0,4327,2,1.952292e+00,2.185040e+03,6.792886e-02,2.272589e-01
cg02616186_MIR1231,0,4327,2,1.952292e+00,2.185040e+03,6.792886e-02,2.272589e-01
cg02619495_WDR8,0,4349,2,1.952732e+00,2.184036e+03,6.789496e-02,2.266901e-01
cg02620533_DAB1,0,1456,2,1.930211e+00,2.147241e+03,4.696641e-02,2.210731e-01
cg02623413_ALG6,0,4268,2,1.951874e+00,2.184583e+03,6.849391e-02,2.272731e-01
cg02626307_CCT3,0,4114,2,1.951763e+00,2.182283e+03,6.471340e-02,2.262707e-01
cg02626307_C1orf182,0,4114,2,1.951763e+00,2.182283e+03,6.471340e-02,2.262707e-01
cg02626991_NGF,0,3737,2,1.948109e+00,2.193503e+03,6.988875e-02,2.253841e-01
cg02627682_FLJ23867,0,4245,2,1.952560e+00,2.229592e+03,7.374457e-02,2.253460e-01
cg02627682_QSOX1,0,4245,2,1.952560e+00,2.229592e+03,7.374457e-02,2.253460e-01
cg02629942_GPR177,0,4377,2,1.952489e+00,2.185040e+03,6.999109e-02,2.272186e-01
cg02629942_MIR1262,0,4377,2,1.952489e+00,2.185040e+03,6.999109e-02,2.272186e-01
cg02630629_KCNAB2,0,4170,2,1.951777e+00,2.180452e+03,6.444244e-02,2.276217e-01
cg02631196_MEGF6,0,4162,2,1.951584e+00,2.183141e+03,6.516563e-02,2.270802e-01
cg02632261_AGRN,0,4058,2,1.952434e+00,2.220722e+03,6.645924e-02,2.246826e-01
cg02633729_DNM3,0,4233,2,1.951769e+00,2.184145e+03,6.647614e-02,2.274172e-01
cg02634222_EDN2,0,4411,2,1.953176e+00,2.221217e+03,6.793162e-02,2.265155e-01
cg02634641_CLCNKB,0,4191,2,1.951504e+00,2.179579e+03,6.605079e-02,2.272303e-01
cg02634861_CASZ1,0,4226,2,1.951779e+00,2.181857e+03,6.606753e-02,2.276057e-01
cg02635644_AGRN,0,3918,2,1.950773e+00,2.183192e+03,6.302971e-02,2.275146e-01
cg02636585_C1orf9,0,3649,2,1.949373e+00,2.177912e+03,5.995888e-02,2.278151e-01
cg02639011_MKNK1,0,4352,2,1.952602e+00,2.185040e+03,6.817693e-02,2.273031e-01
cg02650767_OR2B11,0,4311,2,1.952528e+00,2.181857e+03,6.643947e-02,2.272523e-01
cg02657611_TESK2,0,4269,2,1.952789e+00,2.221368e+03,6.942464e-02,2.238926e-01
cg02659568_VANGL1,0,4351,2,1.952428e+00,2.185040e+03,6.816700e-02,2.269850e-01
cg02659581_MEGF6,0,4409,2,1.953139e+00,2.184036e+03,6.913352e-02,2.258068e-01
cg02660165_VANGL2,0,4371,2,1.952736e+00,2.226809e+03,6.873866e-02,2.265247e-01
cg02661007_NUP133,0,4425,2,1.952914e+00,2.184691e+03,6.931115e-02,2.267245e-01
cg02661431_RNF220,0,4353,2,1.954440e+00,2.229101e+03,7.052008e-02,2.232227e-01
cg02668051_KIAA0467,0,4177,2,1.951444e+00,2.179951e+03,6.662564e-02,2.270890e-01
cg02668903_ZBTB40,0,4233,2,1.952260e+00,2.178353e+03,6.651043e-02,2.268809e-01
cg02670343_EPS15,0,4379,2,1.953595e+00,2.223051e+03,6.967624e-02,2.256625e-01
cg02670343_EPS15.1,0,4379,2,1.953595e+00,2.223051e+03,6.967624e-02,2.256625e-01
cg02671382_NOTCH2,0,4275,2,1.952284e+00,2.184036e+03,6.737995e-02,2.273159e-01
cg02673484_RPS27,0,3277,2,1.951598e+00,2.116007e+03,5.050815e-02,2.279743e-01
cg02674925_KIAA1804,0,4043,2,1.950516e+00,2.176832e+03,6.528869e-02,2.273273e-01
cg02675083_MST1P2,0,3461,2,1.949175e+00,2.176579e+03,5.826475e-02,2.255067e-01
cg02676476_H6PD,0,4313,2,1.952280e+00,2.185040e+03,6.885923e-02,2.269852e-01
cg02687883_MORN1,0,3464,2,1.946571e+00,2.190736e+03,6.709408e-02,2.255159e-01
cg02694395_FMO4,0,4206,2,1.951730e+00,2.182217e+03,6.646846e-02,2.273160e-01
cg02695726_MSTO2P,0,3751,2,1.959194e+00,2.002463e+03,5.130179e-02,2.272094e-01
cg02696670_UBE2U,0,3386,2,1.945545e+00,2.173467e+03,7.365331e-02,2.275341e-01
cg02697258_KIAA1751,0,3947,2,1.950484e+00,2.180452e+03,6.242430e-02,2.276658e-01
cg02697519_CASZ1,0,4235,2,1.952001e+00,2.185478e+03,6.743816e-02,2.272915e-01
cg02698576_SEMA6C,0,4346,2,1.953797e+00,2.226053e+03,6.933082e-02,2.246658e-01
cg02709178_RABIF,0,4320,2,1.952762e+00,2.223102e+03,6.847138e-02,2.272508e-01
cg02710090_PFKFB2,0,3894,2,1.950759e+00,2.226625e+03,6.627216e-02,2.257950e-01
cg02710090_YOD1,0,3894,2,1.950759e+00,2.226625e+03,6.627216e-02,2.257950e-01
cg02710503_PTPN22,0,4317,2,1.952247e+00,2.185040e+03,6.855442e-02,2.269251e-01
cg02711479_STK40,0,3487,2,1.951098e+00,2.175823e+03,6.190795e-02,2.250829e-01
cg02712922_PRDM16,0,4155,2,1.951339e+00,2.181857e+03,6.517772e-02,2.276243e-01
cg02720091_CASZ1,0,4168,2,1.951515e+00,2.180474e+03,6.536858e-02,2.276269e-01
cg02723372_RUNX3,0,4279,2,1.952920e+00,2.181857e+03,6.609333e-02,2.269241e-01
cg02735919_MRPS21,0,4398,2,1.953332e+00,2.193198e+03,6.941282e-02,2.255523e-01
cg02736204_GNL2,0,4377,2,1.953441e+00,2.222632e+03,7.129666e-02,2.242619e-01
cg02736560_GNG12,0,4281,2,1.951998e+00,2.181857e+03,6.692928e-02,2.274417e-01
cg02736846_PUM1,0,4427,2,1.953040e+00,2.186955e+03,7.004812e-02,2.266697e-01
cg02737022_CNST,0,3456,2,1.946921e+00,2.179317e+03,5.989048e-02,2.269601e-01
cg02737307_HRNR,0,3823,2,1.950109e+00,2.176164e+03,6.118000e-02,2.277744e-01
cg02737335_ARHGEF16,0,4232,2,1.951866e+00,2.184036e+03,6.732770e-02,2.269682e-01
cg02751839_GPR37L1,0,4411,2,1.953142e+00,2.184474e+03,6.915757e-02,2.266841e-01
cg02755455_JAK1,0,4213,2,1.952055e+00,2.183170e+03,6.866639e-02,2.273932e-01
cg02760280_RAP1GAP,0,4378,2,1.954181e+00,2.228969e+03,7.394413e-02,2.239061e-01
cg02765564_KIF26B,0,4303,2,1.952215e+00,2.181857e+03,6.677153e-02,2.272804e-01
cg02767788_PRDM16,0,4128,2,1.951324e+00,2.183141e+03,6.639904e-02,2.267081e-01
cg02768912_SKI,0,4388,2,1.953050e+00,2.184036e+03,6.816408e-02,2.269718e-01
cg02769104_FAM46B,0,4407,2,1.953262e+00,2.184036e+03,6.838395e-02,2.267521e-01
cg02769668_RPL5,0,4164,2,1.951279e+00,2.180452e+03,6.598268e-02,2.276282e-01
cg02769668_SNORD21,0,4164,2,1.951279e+00,2.180452e+03,6.598268e-02,2.276282e-01
cg02769687_PRDM16,0,4115,2,1.951316e+00,2.179491e+03,6.419202e-02,2.277609e-01
cg02769743_TMEM201,0,4515,2,1.954122e+00,2.223129e+03,7.117155e-02,2.251365e-01
cg02771577_AJAP1,0,2675,2,1.937864e+00,2.193701e+03,5.524965e-02,2.276164e-01
cg02772132_SLC44A5,0,1263,2,1.899201e+00,2.163266e+03,4.086472e-02,2.278879e-01
cg02772379_ACTL8,0,3832,2,1.949272e+00,2.192771e+03,6.654755e-02,2.271538e-01
cg02772951_TMEM51,0,4340,2,1.952345e+00,2.183356e+03,6.806570e-02,2.273741e-01
cg02772951_C1orf126,0,4340,2,1.952345e+00,2.183356e+03,6.806570e-02,2.273741e-01
cg02774129_DAB1,0,4246,2,1.952052e+00,2.182356e+03,6.657393e-02,2.271731e-01
cg02774334_SEMA4A,0,4327,2,1.952792e+00,2.180474e+03,6.694551e-02,2.266489e-01
cg02774334_SEMA4A.1,0,4327,2,1.952792e+00,2.180474e+03,6.694551e-02,2.266489e-01
cg02779210_MST1P2,0,4391,2,1.952743e+00,2.185040e+03,6.909390e-02,2.269938e-01
cg02783662_NENF,0,4006,2,1.950454e+00,2.178164e+03,6.456991e-02,2.276325e-01
cg02788731_OR2G2,0,4319,2,1.952687e+00,2.225818e+03,6.851558e-02,2.264912e-01
cg02795546_OR2C3,0,4028,2,1.950924e+00,2.181478e+03,6.565070e-02,2.277197e-01
cg02804999_C1orf86,0,4293,2,1.952237e+00,2.221579e+03,7.000821e-02,2.260800e-01
cg02805690_KIAA0907,0,4217,2,1.952147e+00,2.181846e+03,6.592577e-02,2.273055e-01
cg02805810_NKAIN1,0,2341,2,1.939631e+00,2.164176e+03,4.738989e-02,2.254265e-01
cg02813121_S100A12,0,4187,2,1.951944e+00,2.179491e+03,6.528942e-02,2.270870e-01
cg02814691_NPL,0,4261,2,1.952043e+00,2.240208e+03,6.859853e-02,2.255925e-01
cg02815538_LOC149620,0,4272,2,1.952256e+00,2.184691e+03,6.683736e-02,2.273069e-01
cg02828779_ACTRT2,0,4122,2,1.950833e+00,2.184193e+03,6.951799e-02,2.269961e-01
cg02831383_PRDM16,0,4164,2,1.951523e+00,2.183579e+03,6.602826e-02,2.275394e-01
cg02832305_FCGR2C,0,4352,2,1.952940e+00,2.222281e+03,6.827177e-02,2.266190e-01
cg02833646_OPTC,0,4158,2,1.951323e+00,2.181857e+03,6.523405e-02,2.275810e-01
cg02834311_C1orf183,0,4381,2,1.952918e+00,2.185864e+03,6.819600e-02,2.266794e-01
cg02834871_SCAMP3,0,3471,2,1.949140e+00,2.188929e+03,6.340185e-02,2.261174e-01
cg02834871_FAM189B,0,3471,2,1.949140e+00,2.188929e+03,6.340185e-02,2.261174e-01
cg02835274_CHD5,0,4250,2,1.951876e+00,2.186545e+03,6.918583e-02,2.261074e-01
cg02835561_CNN3,0,3997,2,1.950647e+00,2.181447e+03,6.557894e-02,2.277456e-01
cg02836963_FAM163A,0,4362,2,1.952517e+00,2.184691e+03,6.821787e-02,2.272628e-01
cg02839875_WNT4,0,4453,2,1.953162e+00,2.230331e+03,7.076818e-02,2.264602e-01
cg02840585_PRKCZ,0,3657,2,1.951348e+00,2.213832e+03,6.007750e-02,2.231711e-01
cg02848157_TTLL10,0,3754,2,1.952854e+00,2.186622e+03,6.059959e-02,2.263812e-01
cg02848157_TTLL10.1,0,3754,2,1.952854e+00,2.186622e+03,6.059959e-02,2.263812e-01
cg02848835_SMYD3,0,4258,2,1.952222e+00,2.181835e+03,6.608022e-02,2.273446e-01
cg02848961_GPR37L1,0,4342,2,1.953285e+00,2.229310e+03,6.927554e-02,2.259428e-01
cg02850795_WDR8,0,4372,2,1.952721e+00,2.185040e+03,6.845844e-02,2.270846e-01
cg02851034_FGGY,0,3108,2,1.943376e+00,2.174026e+03,5.663798e-02,2.283487e-01
cg02851203_SSBP3,0,4324,2,1.952843e+00,2.181995e+03,6.712783e-02,2.271887e-01
cg02852174_UQCRH,0,4135,2,1.950692e+00,2.184228e+03,7.156515e-02,2.275181e-01
cg02853497_RPS15AP10,0,4212,2,1.952454e+00,2.180452e+03,6.531603e-02,2.267898e-01
cg02853497_GPBP1L1,0,4212,2,1.952454e+00,2.180452e+03,6.531603e-02,2.267898e-01
cg02854763_PRKCZ,0,4170,2,1.951821e+00,2.181835e+03,6.493630e-02,2.275850e-01
cg02856026_CELA3A,0,4044,2,1.950707e+00,2.184803e+03,6.726647e-02,2.267097e-01
cg02858267_NOS1AP,0,2550,2,1.952911e+00,1.999663e+03,4.079041e-02,2.261359e-01
cg02860199_PLA2G2A,0,3982,2,1.950276e+00,2.180276e+03,6.779682e-02,2.272486e-01
cg02861293_KCNJ10,0,4429,2,1.953164e+00,2.185478e+03,6.924251e-02,2.264990e-01
cg02861541_GJB5,0,4298,2,1.952149e+00,2.180474e+03,6.743090e-02,2.273938e-01
cg02862467_UBR4,0,4339,2,1.952666e+00,2.223672e+03,6.999517e-02,2.262664e-01
cg02862748_TBX15,0,4194,2,1.951361e+00,2.181857e+03,6.622206e-02,2.276332e-01
cg02862867_IPO9,0,4288,2,1.952241e+00,2.180474e+03,6.644863e-02,2.273440e-01
cg02863087_KIAA1614,0,4178,2,1.951960e+00,2.183550e+03,6.622057e-02,2.270371e-01
cg02889156_WDR63,0,4110,2,1.951051e+00,2.183141e+03,6.597809e-02,2.272476e-01
cg02889647_IVL,0,4228,2,1.952092e+00,2.181857e+03,6.638041e-02,2.268736e-01
cg02890044_SLC9A11,0,4325,2,1.952295e+00,2.183356e+03,6.813917e-02,2.272696e-01
cg02890365_TUFT1,0,4028,2,1.954552e+00,2.180386e+03,6.736087e-02,2.232414e-01
cg02890365_MIR554,0,4028,2,1.954552e+00,2.180386e+03,6.736087e-02,2.232414e-01
cg02891048_PARK7,0,4231,2,1.951720e+00,2.180474e+03,6.636617e-02,2.275070e-01
cg02892384_PRDM16,0,3928,2,1.950792e+00,2.175691e+03,6.353191e-02,2.271083e-01
cg02892624_S100A7,0,4051,2,1.952651e+00,2.243064e+03,6.743737e-02,2.253294e-01
cg02892755_STX12,0,4186,2,1.954194e+00,2.172502e+03,6.921796e-02,2.265233e-01
cg02892772_RNF220,0,4317,2,1.952707e+00,2.181835e+03,6.634622e-02,2.270880e-01
cg02896354_MORN1,0,2568,2,1.958758e+00,1.966369e+03,3.734197e-02,2.229084e-01
cg02896768_C1orf189,0,3883,2,1.960011e+00,2.208159e+03,6.252772e-02,2.194670e-01
cg02896768_C1orf43,0,3883,2,1.960011e+00,2.208159e+03,6.252772e-02,2.194670e-01
cg02896776_SARS,0,3173,2,1.946663e+00,2.215659e+03,5.812136e-02,2.233381e-01
cg02896872_ITPKB,0,4304,2,1.952397e+00,2.184145e+03,6.831962e-02,2.272523e-01
cg02897172_NPHS2,0,2981,2,1.955401e+00,2.110297e+03,4.468814e-02,2.268882e-01
cg02897824_IGFN1,0,3830,2,1.950227e+00,2.178891e+03,6.497210e-02,2.267086e-01
cg02900743_SIPA1L2,0,4309,2,1.952359e+00,2.181973e+03,6.710785e-02,2.273964e-01
cg02900760_DTL,0,4357,2,1.952712e+00,2.182295e+03,6.810297e-02,2.263401e-01
cg02900990_OLFML2B,0,3637,2,1.951586e+00,2.178900e+03,6.378131e-02,2.249586e-01
cg02901753_NR5A2,0,2764,2,1.936583e+00,2.170223e+03,5.542611e-02,2.288857e-01
cg02901884_C1orf35,0,4377,2,1.952820e+00,2.221217e+03,6.801338e-02,2.268503e-01
cg02902915_KCNA2,0,4350,2,1.952775e+00,2.225332e+03,6.897292e-02,2.266249e-01
cg02907021_C1orf198,0,4165,2,1.951338e+00,2.191438e+03,6.727740e-02,2.270250e-01
cg02907021_C1orf198.1,0,4165,2,1.951338e+00,2.191438e+03,6.727740e-02,2.270250e-01
cg02907556_DENND4B,0,4369,2,1.953081e+00,2.224952e+03,6.967683e-02,2.266435e-01
cg02908338_LEFTY2,0,4267,2,1.952488e+00,2.222024e+03,6.808840e-02,2.257460e-01
cg02908963_GPA33,0,4371,2,1.953005e+00,2.184691e+03,6.829101e-02,2.270078e-01
cg02910281_RHBDL2,0,4194,2,1.951609e+00,2.180452e+03,6.548271e-02,2.275065e-01
cg02910281_RHBDL2.1,0,4194,2,1.951609e+00,2.180452e+03,6.548271e-02,2.275065e-01
cg02912476_PRKCZ,0,3994,2,1.951766e+00,2.179255e+03,6.545677e-02,2.264795e-01
cg02912476_PRKCZ.1,0,3994,2,1.951766e+00,2.179255e+03,6.545677e-02,2.264795e-01
cg02912476_PRKCZ.2,0,3994,2,1.951766e+00,2.179255e+03,6.545677e-02,2.264795e-01
cg02914063_CNTN2,0,4317,2,1.952622e+00,2.221217e+03,6.705087e-02,2.270199e-01
cg02915259_FGGY,0,4383,2,1.952582e+00,2.186517e+03,6.900257e-02,2.270634e-01
cg02915803_LOC728661,0,3654,2,1.951154e+00,2.173082e+03,5.721986e-02,2.274505e-01
cg02915803_CDK11B,0,3654,2,1.951154e+00,2.173082e+03,5.721986e-02,2.274505e-01
cg02915803_CDK11B.1,0,3654,2,1.951154e+00,2.173082e+03,5.721986e-02,2.274505e-01
cg02915805_ZNF644,0,4373,2,1.952568e+00,2.183356e+03,6.814380e-02,2.271757e-01
cg02916418_PGD,0,4447,2,1.953120e+00,2.232673e+03,7.286301e-02,2.261468e-01
cg02918295_EDEM3,0,4391,2,1.952834e+00,2.230711e+03,7.009628e-02,2.267624e-01
cg02919982_SPRR1B,0,3880,2,1.950295e+00,2.174158e+03,6.247237e-02,2.266097e-01
cg02922094_FAM19A3,0,4327,2,1.952379e+00,2.181857e+03,6.732092e-02,2.271891e-01
cg02922577_ZNF644,0,4282,2,1.952138e+00,2.185112e+03,6.814382e-02,2.273422e-01
cg02925590_C1orf14,0,4010,2,1.950656e+00,2.182900e+03,6.489063e-02,2.267358e-01
cg02927058_UBE4B,0,3437,2,1.948611e+00,2.178387e+03,6.091244e-02,2.264267e-01
cg02928797_PLEKHG5,0,4017,2,1.951471e+00,2.196773e+03,6.868682e-02,2.256923e-01
cg02931410_SNHG3-RCC1,0,4228,2,1.952188e+00,2.183687e+03,6.554677e-02,2.272311e-01
cg02931410_SNHG3-RCC1.1,0,4228,2,1.952188e+00,2.183687e+03,6.554677e-02,2.272311e-01
cg02931410_RCC1,0,4228,2,1.952188e+00,2.183687e+03,6.554677e-02,2.272311e-01
cg02933141_HHIPL2,0,4147,2,1.951513e+00,2.182962e+03,6.598886e-02,2.261768e-01
cg02934509_SLC35E2,0,4132,2,1.951445e+00,2.180452e+03,6.449346e-02,2.276037e-01
cg02934736_CROCCL1,0,4443,2,1.953004e+00,2.194017e+03,7.309069e-02,2.261227e-01
cg02935097_BRDT,0,2072,2,1.959183e+00,1.935357e+03,3.321451e-02,2.262974e-01
cg02942186_C1orf100,0,2480,2,1.952170e+00,2.112040e+03,3.997229e-02,2.280152e-01
cg02944076_NAV1,0,4259,2,1.952368e+00,2.196184e+03,7.019630e-02,2.253243e-01
cg02951134_ASAP3,0,3792,2,1.952931e+00,2.187625e+03,6.114259e-02,2.244188e-01
cg02951880_VANGL2,0,3789,2,1.949399e+00,2.174338e+03,6.207911e-02,2.272417e-01
cg02953397_ACAP3,0,3803,2,1.950867e+00,2.217674e+03,6.596210e-02,2.248209e-01
cg02955098_MEGF6,0,4191,2,1.951875e+00,2.196063e+03,6.798298e-02,2.256071e-01
cg02955229_SNRNP40,0,4391,2,1.952707e+00,2.184691e+03,6.944450e-02,2.270384e-01
cg02956660_HSPG2,0,3339,2,1.945858e+00,2.179049e+03,5.705699e-02,2.280843e-01
cg02957924_ACOT7,0,4271,2,1.952083e+00,2.184036e+03,6.730058e-02,2.272615e-01
cg02959112_NBL1,0,4166,2,1.951662e+00,2.179513e+03,6.562651e-02,2.269395e-01
cg02959112_NBL1.1,0,4166,2,1.951662e+00,2.179513e+03,6.562651e-02,2.269395e-01
cg02959364_MEGF6,0,4269,2,1.952716e+00,2.181835e+03,6.542332e-02,2.272166e-01
cg02960125_ZNF648,0,4219,2,1.951986e+00,2.182736e+03,6.626866e-02,2.271963e-01
cg02961012_COL9A2,0,4398,2,1.953048e+00,2.242063e+03,7.042521e-02,2.249099e-01
cg02965157_TRIT1,0,4318,2,1.952675e+00,2.193140e+03,6.776985e-02,2.264991e-01
cg02967616_BATF3,0,4413,2,1.953281e+00,2.226539e+03,7.043826e-02,2.261227e-01
cg02968844_NOC2L,0,4268,2,1.952318e+00,2.184425e+03,6.695398e-02,2.260647e-01
cg02971604_B3GALNT2,0,4307,2,1.953377e+00,2.197683e+03,7.167326e-02,2.197676e-01
cg02971750_VAV3,0,4173,2,1.951796e+00,2.198633e+03,6.752342e-02,2.270928e-01
cg02972475_ZNF362,0,4204,2,1.951805e+00,2.179557e+03,6.532573e-02,2.273928e-01
cg02973441_NBPF10,0,4320,2,1.952631e+00,2.182273e+03,6.695180e-02,2.266625e-01
cg02974898_EPHB2,0,4303,2,1.952304e+00,2.184474e+03,6.835701e-02,2.270652e-01
cg02974976_CD58,0,4148,2,1.951432e+00,2.183579e+03,6.667079e-02,2.266861e-01
cg02975505_MAP7D1,0,4313,2,1.952955e+00,2.221249e+03,6.789093e-02,2.257258e-01
cg02976036_ESPNP,0,4193,2,1.951707e+00,2.182014e+03,6.693525e-02,2.272443e-01
cg02977466_CROCC,0,4343,2,1.952844e+00,2.219952e+03,6.732640e-02,2.266169e-01
cg02977559_HIST2H2BF,0,4077,2,1.950742e+00,2.185709e+03,6.639606e-02,2.271927e-01
cg02977559_FCGR1A,0,4077,2,1.950742e+00,2.185709e+03,6.639606e-02,2.271927e-01
cg02977954_ECHDC2,0,3689,2,1.947778e+00,2.182008e+03,7.153149e-02,2.258901e-01
cg02978013_SRRM1,0,4098,2,1.952428e+00,2.131215e+03,6.949558e-02,2.261734e-01
cg02978220_VAV3,0,4346,2,1.952781e+00,2.183572e+03,6.779887e-02,2.268158e-01
cg02987388_CCDC17,0,4218,2,1.951772e+00,2.180890e+03,6.713714e-02,2.270838e-01
cg02989448_SLC45A1,0,4165,2,1.951884e+00,2.183177e+03,6.488334e-02,2.274869e-01
cg02990330_C1orf210,0,4282,2,1.952211e+00,2.180474e+03,6.698337e-02,2.271291e-01
cg02992645_OVGP1,0,4433,2,1.953055e+00,2.222803e+03,7.093471e-02,2.265871e-01
cg02993722_DNAJC11,0,3844,2,1.949315e+00,2.181148e+03,6.577151e-02,2.277363e-01
cg02994246_ECE1,0,4186,2,1.951496e+00,2.182051e+03,6.587875e-02,2.276699e-01
cg02995493_PDE4B,0,4117,2,1.952238e+00,2.219102e+03,6.631111e-02,2.244849e-01
cg02997163_WDR8,0,4314,2,1.952708e+00,2.181857e+03,6.706074e-02,2.271388e-01
cg02998017_KCNT2,0,4271,2,1.952051e+00,2.183170e+03,6.652811e-02,2.273724e-01
cg02998281_C1orf146,0,4154,2,1.951644e+00,2.220965e+03,6.642039e-02,2.268836e-01
cg02998713_SDCCAG8,0,4323,2,1.952501e+00,2.181857e+03,6.709276e-02,2.271111e-01
cg02998713_AKT3,0,4323,2,1.952501e+00,2.181857e+03,6.709276e-02,2.271111e-01
cg02999711_MIR135B,0,4307,2,1.952541e+00,2.181857e+03,6.663865e-02,2.271482e-01
cg02999781_PRDM16,0,4124,2,1.951092e+00,2.193882e+03,6.852835e-02,2.249434e-01
cg03001048_NOS1AP,0,4350,2,1.952731e+00,2.185040e+03,6.749757e-02,2.270785e-01
cg03001143_METTL11B,0,4377,2,1.952559e+00,2.185040e+03,6.966067e-02,2.266327e-01
cg03001176_SLC6A17,0,4281,2,1.952161e+00,2.181857e+03,6.666304e-02,2.268766e-01
cg03001234_ACAP3,0,4259,2,1.952969e+00,2.178373e+03,6.647954e-02,2.257651e-01
cg03001333_PRKCZ,0,4164,2,1.951841e+00,2.220658e+03,6.604463e-02,2.269890e-01
cg03001333_PRKCZ.1,0,4164,2,1.951841e+00,2.220658e+03,6.604463e-02,2.269890e-01
cg03002968_OR6K2,0,4337,2,1.952306e+00,2.182434e+03,6.887247e-02,2.273102e-01
cg03003335_ACAP3,0,3975,2,1.950764e+00,2.179557e+03,6.260982e-02,2.276112e-01
cg03003526_TGFBR3,0,4357,2,1.952623e+00,2.181857e+03,6.753990e-02,2.273078e-01
cg03003601_PRPF38A,0,4114,2,1.951961e+00,2.219896e+03,6.855539e-02,2.264944e-01
cg03003746_MIR200A,0,4119,2,1.951870e+00,2.219921e+03,6.615339e-02,2.268509e-01
cg03005781_RER1,0,4316,2,1.952249e+00,2.185478e+03,6.838398e-02,2.273964e-01
cg03026397_NPHP4,0,4241,2,1.951733e+00,2.185040e+03,6.709647e-02,2.276149e-01
cg03033447_OBSCN,0,4403,2,1.953592e+00,2.198379e+03,6.958492e-02,2.197311e-01
cg03034759_TMEM206,0,4282,2,1.952243e+00,2.181995e+03,6.759593e-02,2.275597e-01
cg03035538_C1orf173,0,2581,2,1.944672e+00,2.115929e+03,4.822305e-02,2.250111e-01
cg03036575_TSNAX-DISC1,0,4377,2,1.953027e+00,2.221901e+03,6.813633e-02,2.266499e-01
cg03036575_TSNAX,0,4377,2,1.953027e+00,2.221901e+03,6.813633e-02,2.266499e-01
cg03036777_TRIM62,0,2421,2,1.968470e+00,1.993187e+03,3.307362e-02,2.248002e-01
cg03038726_TNN,0,4126,2,1.951262e+00,2.181375e+03,6.626213e-02,2.276061e-01
cg03040530_OBSCN,0,4426,2,1.953077e+00,2.181857e+03,6.874771e-02,2.269506e-01
cg03040581_SLC45A1,0,4061,2,1.950609e+00,2.185040e+03,6.706210e-02,2.272648e-01
cg03041030_C1orf70,0,4241,2,1.952283e+00,2.219952e+03,6.596359e-02,2.270231e-01
cg03041055_RGS18,0,4290,2,1.952542e+00,2.181214e+03,6.783378e-02,2.270952e-01
cg03041482_PLEKHN1,0,4376,2,1.953129e+00,2.181857e+03,6.860223e-02,2.269860e-01
cg03041482_KLHL17,0,4376,2,1.953129e+00,2.181857e+03,6.860223e-02,2.269860e-01
cg03041650_ROR1,0,4283,2,1.951928e+00,2.183356e+03,6.723928e-02,2.274666e-01
cg03041808_EDARADD,0,4294,2,1.951795e+00,2.223129e+03,7.049950e-02,2.268005e-01
cg03042802_RSC1A1,0,4129,2,1.951393e+00,2.177303e+03,6.583932e-02,2.273163e-01
cg03042802_DDI2,0,4129,2,1.951393e+00,2.177303e+03,6.583932e-02,2.273163e-01
cg03043665_TP73,0,4113,2,1.951322e+00,2.183192e+03,6.512764e-02,2.275420e-01
cg03045478_SMYD3,0,3780,2,1.955163e+00,2.117050e+03,5.624772e-02,2.271567e-01
cg03047059_HHAT,0,3739,2,1.948675e+00,2.197973e+03,6.480969e-02,2.273198e-01
cg03050669_TP73,0,4283,2,1.952430e+00,2.184036e+03,6.691751e-02,2.265766e-01
cg03050669_TP73.1,0,4283,2,1.952430e+00,2.184036e+03,6.691751e-02,2.265766e-01
cg03050684_UCK2,0,4318,2,1.952239e+00,2.183192e+03,6.772097e-02,2.270126e-01
cg03050965_S1PR1,0,3542,2,1.947008e+00,2.186862e+03,6.727902e-02,2.253169e-01
cg03051946_CAMTA1,0,4300,2,1.952418e+00,2.183192e+03,6.690277e-02,2.272967e-01
cg03052510_RPS15AP10,0,4021,2,1.953092e+00,2.128197e+03,6.184308e-02,2.272038e-01
cg03052510_GPBP1L1,0,4021,2,1.953092e+00,2.128197e+03,6.184308e-02,2.272038e-01
cg03053290_RWDD3,0,4384,2,1.952588e+00,2.185040e+03,6.865787e-02,2.272417e-01
cg03053553_RABGAP1L,0,4185,2,1.952545e+00,2.173603e+03,6.678400e-02,2.263304e-01
cg03054277_OBSCN,0,3922,2,1.949645e+00,2.179491e+03,6.308008e-02,2.278678e-01
