name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff,ring,NetRank,NetShort,HeatDiff,InfoDiff,labels
cg02166981_KCNK2.1,0,4273,2,1.952052,2180.474,0.06662092,0.2274343,2,1.952052,0.6738368320956102,0.06662092,0.2274343,2
cg02168592_SPSB1,0,4362,2,1.952928,2221.156,0.07262679,0.2263582,2,1.952928,0.7304769621888638,0.07262679,0.2263582,2
cg02171825_CATSPER4,0,4428,2,1.953222,2223.129,0.06957588,0.2265449,2,1.953222,0.7332239012939714,0.06957588,0.2265449,2
cg02172466_CASZ1,0,4392,2,1.952739,2184.691,0.06814958,0.2271687,2,1.952739,0.6797080141565519,0.06814958,0.2271687,2
cg02173128_CHD5,0,4135,2,1.951281,2183.978,0.06538518,0.227002,2,1.951281,0.6787153291175549,0.06538518,0.227002,2
cg02182127_SMYD3,0,4331,2,1.952822,2181.835,0.06684441,0.2266184,2,1.952822,0.6757317049400355,0.06684441,0.2266184,2
cg02182827_TTC39A,0,4398,2,1.953017,2224.268,0.06942882,0.2259677,2,1.953017,0.7348096912791301,0.06942882,0.2259677,2
cg02192677_WDR8,0,4258,2,1.952007,2181.857,0.06668966,0.227391,2,1.952007,0.6757623347729358,0.06668966,0.227391,2
cg02202484_SPRR4,0,3098,2,1.945002,2175.247,0.06565824,0.2267175,2,1.945002,0.6665594622515156,0.06565824,0.2267175,3
cg02216667_C1orf111,0,4355,2,1.952473,2185.04,0.06864255,0.2267423,2,1.952473,0.6801939146875621,0.06864255,0.2267423,2
cg02216667_C1orf111.1,0,4355,2,1.952473,2185.04,0.06864255,0.2267423,2,1.952473,0.6801939146875621,0.06864255,0.2267423,2
cg02218214_DOCK7,0,4019,2,1.951141,2180.959,0.06664459,0.2268691,2,1.951141,0.674512080684549,0.06664459,0.2268691,3
cg02218214_ANGPTL3,0,4019,2,1.951141,2180.959,0.06664459,0.2268691,2,1.951141,0.674512080684549,0.06664459,0.2268691,3
cg02223962_LOC339524,0,4314,2,1.952343,2181.857,0.06736817,0.2271493,2,1.952343,0.6757623347729358,0.06736817,0.2271493,2
cg02223962_LOC339524.1,0,4314,2,1.952343,2181.857,0.06736817,0.2271493,2,1.952343,0.6757623347729358,0.06736817,0.2271493,2
cg02232840_KIAA1026,0,4430,2,1.952946,2186.517,0.06927422,0.2270111,2,1.952946,0.6822502902872801,0.06927422,0.2270111,2
cg02233459_MEGF6,0,4263,2,1.952264,2183.141,0.06630094,0.2269227,2,1.952264,0.6775500032022103,0.06630094,0.2269227,2
cg02236896_ZNF695,0,3948,2,1.950573,2181.794,0.06379509,0.2268312,2,1.950573,0.6756746220696301,0.06379509,0.2268312,2
cg02236913_HTR6,0,4128,2,1.951352,2181.424,0.0656283,0.2271484,2,1.951352,0.6751594839708518,0.0656283,0.2271484,2
cg02237875_TMCC2,0,4316,2,1.952341,2184.036,0.06756671,0.2270218,2,1.952341,0.6787960804952012,0.06756671,0.2270218,2
cg02245566_OR6K2,0,4313,2,1.952241,2181.857,0.06706936,0.2274661,2,1.952241,0.6757623347729358,0.06706936,0.2274661,2
cg02252265_TMEM201,0,3888,2,1.950821,2173.33,0.06134564,0.2259197,2,1.950821,0.6638904899937907,0.06134564,0.2259197,2
cg02265922_MEGF6,0,4260,2,1.951849,2184.036,0.06713841,0.2267153,2,1.951849,0.6787960804952012,0.06713841,0.2267153,2
cg02266759_FLJ40434,0,4082,2,1.952058,2177.684,0.06842775,0.2225629,2,1.952058,0.6699524123777946,0.06842775,0.2225629,2
cg02268584_OBSCN,0,4251,2,1.951994,2183.141,0.06636476,0.2274475,2,1.951994,0.6775500032022103,0.06636476,0.2274475,2
cg02275084_CAMTA1,0,4314,2,1.952241,2184.982,0.06823182,0.2268687,2,1.952241,0.6801131633099157,0.06823182,0.2268687,2
cg02276822_WDR8,0,4222,2,1.951844,2183.192,0.06608843,0.2274702,2,1.951844,0.6776210087239336,0.06608843,0.2274702,2
cg02279471_TMEM56,0,4081,2,1.9507,2181.482,0.06739562,0.2275281,2,1.9507,0.6752402353484982,0.06739562,0.2275281,2
cg02280309_PKLR,0,4200,2,1.952954,2176.442,0.06381836,0.2254957,2,1.952954,0.6682232190840569,0.06381836,0.2254957,2
cg02280309_PKLR.1,0,4200,2,1.952954,2176.442,0.06381836,0.2254957,2,1.952954,0.6682232190840569,0.06381836,0.2254957,2
cg02280893_DTL,0,3817,2,1.951198,2173.244,0.06527143,0.2273115,2,1.951198,0.6637707551924533,0.06527143,0.2273115,2
cg02281006_SPSB1,0,3729,2,1.954728,2154.966,0.059477,0.2260901,2,1.954728,0.6383229331127988,0.059477,0.2260901,3
cg02281446_OBSCN,0,4166,2,1.951608,2180.474,0.06506093,0.2276075,2,1.951608,0.6738368320956102,0.06506093,0.2276075,2
cg02283766_PTGFRN,0,4209,2,1.951715,2182.356,0.0656198,0.2274592,2,1.951715,0.6764570750737211,0.0656198,0.2274592,2
cg02284814_PPP1R12B,0,4322,2,1.953146,2181.857,0.0663625,0.2265194,2,1.953146,0.6757623347729358,0.0663625,0.2265194,2
cg02288831_AKT3,0,3217,2,1.949776,2155.746,0.05641498,0.2213527,2,1.949776,0.6394088999156292,0.05641498,0.2213527,3
cg02288969_C1orf105,0,4268,2,1.952315,2180.474,0.06558459,0.2272691,2,1.952315,0.6738368320956102,0.06558459,0.2272691,2
cg02288969_PIGC,0,4268,2,1.952315,2180.474,0.06558459,0.2272691,2,1.952315,0.6738368320956102,0.06558459,0.2272691,2
cg02289040_SEC16B,0,3152,2,1.94402,2173.889,0.05823122,0.2268252,2,1.94402,0.6646687662024859,0.05823122,0.2268252,3
cg02289343_SLC2A5,0,4331,2,1.952452,2181.857,0.0672007,0.2272953,2,1.952452,0.6757623347729358,0.0672007,0.2272953,2
cg02289754_MKNK1,0,3162,2,1.946021,2224.71,0.06292333,0.2271749,2,1.946021,0.7354250724674005,0.06292333,0.2271749,3
cg02289754_MKNK1.1,0,3162,2,1.946021,2224.71,0.06292333,0.2271749,2,1.946021,0.7354250724674005,0.06292333,0.2271749,3
cg02290264_ADSS,0,3824,2,1.950022,2175.916,0.06347004,0.2271339,2,1.950022,0.6674908876247128,0.06347004,0.2271339,2
cg02290550_SLFNL1,0,4219,2,1.952018,2180.913,0.06798109,0.2267948,2,1.952018,0.674448036488485,0.06798109,0.2267948,2
cg02290550_SLFNL1.1,0,4219,2,1.952018,2180.913,0.06798109,0.2267948,2,1.952018,0.674448036488485,0.06798109,0.2267948,2
cg02291620_PCNXL2,0,4403,2,1.952816,2203.77,0.07102398,0.2268749,2,1.952816,0.7062710406068051,0.07102398,0.2268749,2
cg02292720_HSP90B3P,0,4419,2,1.95312,2185.478,0.07055559,0.2258068,2,1.95312,0.6808037268153053,0.07055559,0.2258068,2
cg02293396_PRKCZ,0,3808,2,1.949045,2182.333,0.06304097,0.2268099,2,1.949045,0.6764250529756887,0.06304097,0.2268099,2
cg02293396_PRKCZ.1,0,3808,2,1.949045,2182.333,0.06304097,0.2268099,2,1.949045,0.6764250529756887,0.06304097,0.2268099,2
cg02293852_PTPRU,0,4240,2,1.95201,2194.017,0.07197635,0.226333,2,1.95201,0.692692278776032,0.07197635,0.226333,2
cg02294758_CAMTA1,0,4043,2,1.950414,2179.491,0.06433036,0.2278414,2,1.950414,0.6724682354710175,0.06433036,0.2278414,3
cg02295527_PRDM16,0,3800,2,1.949424,2236.18,0.069733,0.2255681,2,1.949424,0.7513943535295314,0.069733,0.2255681,2
cg02295872_WNT9A,0,4332,2,1.952281,2183.192,0.06780112,0.2274187,2,1.952281,0.6776210087239336,0.06780112,0.2274187,2
cg02300576_PRDM16,0,4165,2,1.951463,2185.709,0.06688021,0.2259564,2,1.951463,0.6811253400607585,0.06688021,0.2259564,2
cg02301754_VPS72,0,4181,2,1.952175,2181.973,0.06497803,0.2273686,2,1.952175,0.6759238375282285,0.06497803,0.2273686,2
cg02301754_TMOD4,0,4181,2,1.952175,2181.973,0.06497803,0.2273686,2,1.952175,0.6759238375282285,0.06497803,0.2273686,2
cg02302165_RALGPS2,0,4062,2,1.950698,2179.559,0.06618798,0.2274986,2,1.950698,0.6725629094999825,0.06618798,0.2274986,3
cg02303807_SDC3,0,4416,2,1.953594,2221.597,0.07079936,0.2253164,2,1.953594,0.7310909511120027,0.07079936,0.2253164,2
cg02304824_CDC14A,0,4296,2,1.952058,2184.691,0.06808917,0.2275349,2,1.952058,0.6797080141565519,0.06808917,0.2275349,2
cg02305064_KIRREL,0,3891,2,1.953562,2182.412,0.06449804,0.2190864,2,1.953562,0.6765350419211031,0.06449804,0.2190864,2
cg02305590_FCRLA,0,3945,2,1.950735,2179.76,0.06481587,0.2275236,2,1.950735,0.672842754791481,0.06481587,0.2275236,2
cg02313130_CAPN8,0,4370,2,1.952801,2198.262,0.06920153,0.2259622,2,1.952801,0.698602444260666,0.06920153,0.2259622,2
cg02328660_ARHGEF16,0,4091,2,1.950981,2180.474,0.06438668,0.227674,2,1.950981,0.6738368320956102,0.06438668,0.227674,2
cg02328793_ACOT7,0,4036,2,1.95045,2181.857,0.06406629,0.2278172,2,1.95045,0.6757623347729358,0.06406629,0.2278172,3
cg02328793_ACOT7.1,0,4036,2,1.95045,2181.857,0.06406629,0.2278172,2,1.95045,0.6757623347729358,0.06406629,0.2278172,3
cg02330501_PRDM16,0,4281,2,1.952164,2182.676,0.0669733,0.2275111,2,1.952164,0.6769025999159074,0.0669733,0.2275111,2
cg02331673_MIR200B,0,4239,2,1.951903,2181.857,0.06666818,0.2266994,2,1.951903,0.6757623347729358,0.06666818,0.2266994,2
cg02331673_MIR200A,0,4239,2,1.951903,2181.857,0.06666818,0.2266994,2,1.951903,0.6757623347729358,0.06666818,0.2266994,2
cg02331769_SLFNL1,0,4451,2,1.953426,2223.129,0.0686019,0.2265638,2,1.953426,0.7332239012939714,0.0686019,0.2265638,2
cg02332123_OR2M5,0,4112,2,1.951064,2183.02,0.06602799,0.2275093,2,1.951064,0.6773815391212582,0.06602799,0.2275093,2
cg02333202_CLK2,0,4270,2,1.95252,2181.857,0.06635876,0.2269994,2,1.95252,0.6757623347729358,0.06635876,0.2269994,2
cg02333588_PRDM16,0,4136,2,1.951315,2181.857,0.06510302,0.2276717,2,1.951315,0.6757623347729358,0.06510302,0.2276717,2
cg02334669_PRKCZ,0,4254,2,1.952321,2183.48,0.06654796,0.2267559,2,1.952321,0.6780219810819017,0.06654796,0.2267559,2
cg02335988_CASZ1,0,4308,2,1.952534,2186.603,0.06895341,0.226023,2,1.952534,0.6823700250886181,0.06895341,0.226023,2
cg02336364_NIPAL3,0,4395,2,1.95279,2185.513,0.06859098,0.2267968,2,1.95279,0.6808524560949193,0.06859098,0.2267968,2
cg02337583_ZC3H11A,0,4356,2,1.952592,2242.304,0.07227758,0.2266416,2,1.952592,0.7599205851968807,0.07227758,0.2266416,2
cg02338271_DNM3,0,4161,2,1.951844,2182.654,0.06655919,0.2265986,2,1.951844,0.6768719700830071,0.06655919,0.2265986,2
cg02342148_BCAR3,0,4339,2,1.952412,2184.01,0.06864221,0.2272704,2,1.952412,0.6787598816017738,0.06864221,0.2272704,2
cg02342906_CASZ1,0,4260,2,1.952057,2180.474,0.06599709,0.227504,2,1.952057,0.6738368320956102,0.06599709,0.227504,2
cg02347356_PRKCZ,0,4177,2,1.953151,2228.897,0.06955664,0.2249132,2,1.953151,0.7412544865743875,0.06955664,0.2249132,2
cg02360367_SKI,0,4300,2,1.952845,2184.407,0.06702209,0.226837,2,1.952845,0.6793126108591117,0.06702209,0.226837,2
cg02361803_PRKCZ,0,4082,2,1.950551,2180.474,0.06637683,0.2276052,2,1.950551,0.6738368320956102,0.06637683,0.2276052,2
cg02361803_PRKCZ.1,0,4082,2,1.950551,2180.474,0.06637683,0.2276052,2,1.950551,0.6738368320956102,0.06637683,0.2276052,2
cg02365086_FCN3,0,4259,2,1.952143,2184.036,0.06646273,0.2269505,2,1.952143,0.6787960804952012,0.06646273,0.2269505,2
cg02367723_MAST2,0,4341,2,1.9525,2185.04,0.06959632,0.2265739,2,1.9525,0.6801939146875621,0.06959632,0.2265739,2
cg02385474_PCNXL2,0,4346,2,1.95234,2184.691,0.06805639,0.2272457,2,1.95234,0.6797080141565519,0.06805639,0.2272457,2
cg02386723_UBE2J2,0,4351,2,1.952692,2186.603,0.06805233,0.2262815,2,1.952692,0.6823700250886181,0.06805233,0.2262815,2
cg02386723_UBE2J2.1,0,4351,2,1.952692,2186.603,0.06805233,0.2262815,2,1.952692,0.6823700250886181,0.06805233,0.2262815,2
cg02388488_KIF26B,0,4248,2,1.951919,2180.474,0.06697239,0.2275836,2,1.951919,0.6738368320956102,0.06697239,0.2275836,2
cg02388500_CAMTA1,0,4158,2,1.951043,2184.123,0.0661879,0.2276507,2,1.951043,0.6789172075616707,0.0661879,0.2276507,2
cg02390515_UBE4B,0,4376,2,1.952706,2186.517,0.07011474,0.2271117,2,1.952706,0.6822502902872801,0.07011474,0.2271117,2
cg02391400_MTR,0,4291,2,1.952674,2179.557,0.06592836,0.2271419,2,1.952674,0.6725601249697183,0.06592836,0.2271419,2
cg02394978_FHAD1,0,4243,2,1.951875,2181.835,0.06615982,0.22744,2,1.951875,0.6757317049400355,0.06615982,0.22744,2
cg02395396_RAB3B,0,4312,2,1.95221,2183.356,0.06776366,0.2271524,2,1.95221,0.6778493402055547,0.06776366,0.2271524,2
cg02395863_RGS7,0,3477,2,1.945957,2176.274,0.06123301,0.2274348,2,1.945957,0.6679893185419088,0.06123301,0.2274348,3
cg02414710_SIPA1L2,0,4225,2,1.951641,2181.02,0.06655181,0.2276226,2,1.951641,0.6745970088575911,0.06655181,0.2276226,2
cg02415020_SMYD3,0,4374,2,1.952541,2185.04,0.06854852,0.22691,2,1.952541,0.6801939146875621,0.06854852,0.22691,2
cg02415297_WDR8,0,4199,2,1.951672,2183.134,0.06568219,0.227574,2,1.951672,0.6775402573462873,0.06568219,0.227574,2
cg02415349_AGRN,0,4021,2,1.951879,2175.907,0.06451852,0.2270628,2,1.951879,0.6674783572385262,0.06451852,0.2270628,3
cg02416986_B4GALT2,0,4318,2,1.953194,2242.631,0.07215594,0.2223037,2,1.953194,0.7603758558949899,0.07215594,0.2223037,2
cg02416986_B4GALT2.1,0,4318,2,1.953194,2242.631,0.07215594,0.2223037,2,1.953194,0.7603758558949899,0.07215594,0.2223037,2
cg02447488_CD164L2,0,4122,2,1.955156,2167.49,0.06241794,0.2265287,2,1.955156,0.6557596616238823,0.06241794,0.2265287,2
cg02448190_RAB25,0,3855,2,1.950742,2179.929,0.06270482,0.2270112,2,1.950742,0.6730780475987608,0.06270482,0.2270112,2
cg02448796_KCNAB2,0,4164,2,1.95136,2183.978,0.06568682,0.2276216,2,1.95136,0.6787153291175549,0.06568682,0.2276216,2
cg02450563_SSBP3,0,4328,2,1.952449,2184.036,0.06714233,0.227061,2,1.952449,0.6787960804952012,0.06714233,0.227061,2
cg02451888_NPHP4,0,4326,2,1.952316,2184.036,0.06782826,0.2271377,2,1.952316,0.6787960804952012,0.06782826,0.2271377,2
cg02452586_KIAA1804,0,4319,2,1.952412,2181.538,0.06843804,0.2272762,2,1.952412,0.6753182021958809,0.06843804,0.2272762,2
cg02454364_NID1,0,3863,2,1.949321,2175.849,0.06341691,0.2280128,2,1.949321,0.6673976058608798,0.06341691,0.2280128,2
cg02454560_RNU11,0,4126,2,1.95159,2176.81,0.06500813,0.2259922,2,1.95159,0.6687355726525717,0.06500813,0.2259922,2
cg02454885_TROVE2,0,4136,2,1.951032,2181.857,0.06519531,0.2276308,2,1.951032,0.6757623347729358,0.06519531,0.2276308,2
cg02455346_HLX,0,4242,2,1.952129,2181.02,0.06620888,0.2271829,2,1.952129,0.6745970088575911,0.06620888,0.2271829,2
cg02455792_ARHGEF19,0,4262,2,1.952053,2184.036,0.06785276,0.2268646,2,1.952053,0.6787960804952012,0.06785276,0.2268646,2
cg02456238_FMO1,0,3892,2,1.950589,2182.786,0.06497023,0.2267046,2,1.950589,0.6770557490804093,0.06497023,0.2267046,2
cg02456804_FAM78B,0,3950,2,1.949946,2193.99,0.06552442,0.2260771,2,1.949946,0.6926546876174724,0.06552442,0.2260771,2
cg02457085_CSF1,0,4375,2,1.952821,2184.036,0.0680813,0.2263497,2,1.952821,0.6787960804952012,0.0680813,0.2263497,2
cg02459107_SGIP1,0,4283,2,1.952062,2183.192,0.06708193,0.2273602,2,1.952062,0.6776210087239336,0.06708193,0.2273602,2
cg02459271_HSPG2,0,4124,2,1.951098,2180.474,0.06496114,0.2277319,2,1.951098,0.6738368320956102,0.06496114,0.2277319,2
cg02460018_MANEAL,0,4358,2,1.953626,2222.352,0.06968588,0.2244159,2,1.953626,0.7321421112865366,0.06968588,0.2244159,2
cg02460018_MANEAL.1,0,4358,2,1.953626,2222.352,0.06968588,0.2244159,2,1.953626,0.7321421112865366,0.06968588,0.2244159,2
cg02460018_MANEAL.2,0,4358,2,1.953626,2222.352,0.06968588,0.2244159,2,1.953626,0.7321421112865366,0.06968588,0.2244159,2
cg02473847_MORN1,0,4358,2,1.952962,2183.192,0.06683693,0.227085,2,1.952962,0.6776210087239336,0.06683693,0.227085,2
cg02473847_LOC100129534,0,4358,2,1.952962,2183.192,0.06683693,0.227085,2,1.952962,0.6776210087239336,0.06683693,0.227085,2
cg02478603_CD1B,0,4358,2,1.953,2221.217,0.06662986,0.2265878,2,1.953,0.7305618903619059,0.06662986,0.2265878,2
cg02481000_PRKCZ,0,4220,2,1.952152,2180.452,0.06532105,0.2267589,2,1.952152,0.6738062022627099,0.06532105,0.2267589,2
cg02481237_PRDM16,0,4083,2,1.951762,2181.626,0.06592236,0.2259916,2,1.951762,0.6754407215274826,0.06592236,0.2259916,2
cg02481741_CLSTN1,0,3896,2,1.955942,2120.578,0.05606025,0.2274366,2,1.955942,0.5904457197593055,0.05606025,0.2274366,3
cg02482150_PRKCZ,0,3581,2,1.949999,2178.968,0.05907156,0.22689,2,1.949999,0.6717400808070684,0.05907156,0.22689,3
cg02482150_PRKCZ.1,0,3581,2,1.949999,2178.968,0.05907156,0.22689,2,1.949999,0.6717400808070684,0.05907156,0.22689,3
cg02482497_C1orf77,0,4390,2,1.953053,2201.693,0.06935087,0.2270064,2,1.953053,0.7033793059279871,0.06935087,0.2270064,2
cg02482624_NOS1AP,0,4341,2,1.952338,2203.377,0.07037781,0.2274085,2,1.952338,0.7057238804099945,0.07037781,0.2274085,2
cg02482717_TEDDM1,0,4354,2,1.952562,2185.04,0.0682394,0.2267026,2,1.952562,0.6801939146875621,0.0682394,0.2267026,2
cg02482717_TEDDM1.1,0,4354,2,1.952562,2185.04,0.0682394,0.2267026,2,1.952562,0.6801939146875621,0.0682394,0.2267026,2
cg02483627_CDC73,0,4462,2,1.953493,2222.424,0.06915857,0.2265295,2,1.953493,0.7322423543760288,0.06915857,0.2265295,2
cg02484391_EPHA8,0,4312,2,1.952306,2184.036,0.06736089,0.2273606,2,1.952306,0.6787960804952012,0.06736089,0.2273606,2
cg02484476_PRDM16,0,4128,2,1.951519,2181.796,0.06570268,0.2262712,2,1.951519,0.6756774065998937,0.06570268,0.2262712,2
cg02485345_SLC25A34,0,4310,2,1.952557,2182.489,0.06820058,0.2269352,2,1.952557,0.6766422463362547,0.06820058,0.2269352,2
cg02486355_CASZ1,0,4233,2,1.9516,2184.203,0.06732756,0.2274536,2,1.9516,0.6790285887722174,0.06732756,0.2274536,2
cg02487061_C1orf52,0,4355,2,1.952988,2222.653,0.06912895,0.2250508,2,1.952988,0.7325611830912184,0.06912895,0.2250508,2
cg02489685_GALNT2,0,4243,2,1.951989,2183.141,0.06615373,0.2274657,2,1.951989,0.6775500032022103,0.06615373,0.2274657,2
cg02490260_RTCD1,0,4315,2,1.952415,2183.192,0.06714532,0.2269843,2,1.952415,0.6776210087239336,0.06714532,0.2269843,2
cg02490260_MIR553,0,4315,2,1.952415,2183.192,0.06714532,0.2269843,2,1.952415,0.6776210087239336,0.06714532,0.2269843,2
cg02490589_PYHIN1,0,4369,2,1.952524,2223.129,0.06934484,0.2271219,2,1.952524,0.7332239012939714,0.06934484,0.2271219,2
cg02490589_PYHIN1.1,0,4369,2,1.952524,2223.129,0.06934484,0.2271219,2,1.952524,0.7332239012939714,0.06934484,0.2271219,2
cg02491234_PLEKHA6,0,3632,2,1.956155,2186.733,0.0603518,0.2209233,2,1.956155,0.6825510195557566,0.0603518,0.2209233,3
cg02492799_GNAT2,0,4379,2,1.952821,2185.04,0.06832309,0.2271097,2,1.952821,0.6801939146875621,0.06832309,0.2271097,2
cg02492835_KIF26B,0,4266,2,1.951785,2185.04,0.06826943,0.2273911,2,1.951785,0.6801939146875621,0.06826943,0.2273911,2
cg02493905_TUFT1,0,4075,2,1.952576,2172.361,0.06639952,0.2256171,2,1.952576,0.6625413850810439,0.06639952,0.2256171,2
cg02494593_ZNF648,0,4353,2,1.952399,2185.04,0.06914928,0.2267818,2,1.952399,0.6801939146875621,0.06914928,0.2267818,2
cg02497830_SLC2A5,0,3804,2,1.952885,2130.792,0.05939692,0.2260572,2,1.952885,0.6046663158158536,0.05939692,0.2260572,3
cg02506501_ACAP3,0,4187,2,1.951829,2181.857,0.06543028,0.226917,2,1.951829,0.6757623347729358,0.06543028,0.226917,2
cg02508229_FAM46B,0,4351,2,1.952558,2181.857,0.06739238,0.2271732,2,1.952558,0.6757623347729358,0.06739238,0.2271732,2
cg02511172_C1orf57,0,4121,2,1.95151,2181.571,0.06630405,0.22691,2,1.95151,0.6753641469452313,0.06630405,0.22691,2
cg02514914_ATP1A4,0,4329,2,1.952536,2184.036,0.06746886,0.2263797,2,1.952536,0.6787960804952012,0.06746886,0.2263797,2
cg02514914_ATP1A4.1,0,4329,2,1.952536,2184.036,0.06746886,0.2263797,2,1.952536,0.6787960804952012,0.06746886,0.2263797,2
cg02520707_MIR135B,0,4223,2,1.952483,2180.198,0.06645754,0.2264278,2,1.952483,0.6734525669192237,0.06645754,0.2264278,2
cg02528319_SDCCAG8,0,4296,2,1.952361,2182.908,0.06772247,0.2271855,2,1.952361,0.6772256054264928,0.06772247,0.2271855,2
cg02528319_AKT3,0,4296,2,1.952361,2182.908,0.06772247,0.2271855,2,1.952361,0.6772256054264928,0.06772247,0.2271855,2
cg02555393_ITPKB,0,4258,2,1.951896,2184.036,0.06666126,0.2271583,2,1.951896,0.6787960804952012,0.06666126,0.2271583,2
cg02557906_SLC30A10,0,4066,2,1.952062,2221.027,0.06786128,0.2231038,2,1.952062,0.7302973599868574,0.06786128,0.2231038,2
cg02560699_SLFNL1,0,4265,2,1.952251,2183.029,0.06782078,0.2264471,2,1.952251,0.6773940695074447,0.06782078,0.2264471,2
cg02565062_FLJ39609,0,4088,2,1.952523,2245.691,0.07305986,0.2232981,2,1.952523,0.7646361871984007,0.07305986,0.2232981,2
cg02565891_LGR6,0,4314,2,1.952622,2181.973,0.06651916,0.2272837,2,1.952622,0.6759238375282285,0.06651916,0.2272837,2
cg02565891_LGR6.1,0,4314,2,1.952622,2181.973,0.06651916,0.2272837,2,1.952622,0.6759238375282285,0.06651916,0.2272837,2
cg02567344_FAM20B,0,4024,2,1.950431,2179.491,0.06432754,0.2276872,2,1.950431,0.6724682354710175,0.06432754,0.2276872,3
cg02571503_CNST,0,3975,2,1.952072,2182.356,0.06288291,0.2263873,2,1.952072,0.6764570750737211,0.06288291,0.2263873,3
cg02574394_DAB1,0,4193,2,1.951868,2180.937,0.06506122,0.2274081,2,1.951868,0.6744814508516488,0.06506122,0.2274081,2
cg02576915_COL9A2,0,4182,2,1.951399,2183.192,0.06607289,0.2276175,2,1.951399,0.6776210087239336,0.06607289,0.2276175,2
cg02578321_C1orf229,0,3593,2,1.954787,2139.669,0.05505099,0.2167392,2,1.954787,0.6170254533911403,0.05505099,0.2167392,3
cg02580006_C1orf89,0,4261,2,1.951854,2184.036,0.06701196,0.2274206,2,1.951854,0.6787960804952012,0.06701196,0.2274206,2
cg02583234_HSPG2,0,3744,2,1.949169,2175.849,0.06049756,0.2280606,2,1.949169,0.6673976058608798,0.06049756,0.2280606,2
cg02584939_TTC22,0,4520,2,1.954198,2232.017,0.07668778,0.2233937,2,1.954198,0.7455983537857083,0.07668778,0.2233937,2
cg02585734_CD247,0,2466,2,1.967057,1860.15,0.02638892,0.2283875,2,1.967057,0.22786089600614864,0.02638892,0.2283875,3
cg02586830_SERPINC1,0,4060,2,1.950641,2182.968,0.06593927,0.2270212,2,1.950641,0.6773091413344027,0.06593927,0.2270212,3
cg02586949_MAN1C1,0,4244,2,1.952521,2181.482,0.06632198,0.2269736,2,1.952521,0.6752402353484982,0.06632198,0.2269736,2
cg02587074_PCNXL2,0,4312,2,1.952083,2184.293,0.07003544,0.2274635,2,1.952083,0.6791538926340825,0.07003544,0.2274635,2
cg02590060_C1orf123,0,3804,2,1.949113,2176.745,0.06378079,0.2266872,2,1.949113,0.6686450754190023,0.06378079,0.2266872,2
cg02590572_CHI3L2,0,4268,2,1.952076,2181.857,0.06653961,0.2273194,2,1.952076,0.6757623347729358,0.06653961,0.2273194,2
cg02595412_TMCC2,0,4248,2,1.952313,2220.31,0.06643159,0.2269916,2,1.952313,0.7292991058873326,0.06643159,0.2269916,2
cg02599835_EXTL1,0,4253,2,1.952352,2221.217,0.06601274,0.2265893,2,1.952352,0.7305618903619059,0.06601274,0.2265893,2
cg02613223_OR6K6,0,3702,2,1.948315,2205.969,0.06609384,0.2247134,2,1.948315,0.7093326316317073,0.06609384,0.2247134,3
cg02616186_NAV1,0,4327,2,1.952292,2185.04,0.06792886,0.2272589,2,1.952292,0.6801939146875621,0.06792886,0.2272589,2
cg02616186_MIR1231,0,4327,2,1.952292,2185.04,0.06792886,0.2272589,2,1.952292,0.6801939146875621,0.06792886,0.2272589,2
cg02619495_WDR8,0,4349,2,1.952732,2184.036,0.06789496,0.2266901,2,1.952732,0.6787960804952012,0.06789496,0.2266901,2
cg02620533_DAB1,0,1456,2,1.930211,2147.241,0.04696641,0.2210731,2,1.930211,0.6275676849693844,0.04696641,0.2210731,3
cg02623413_ALG6,0,4268,2,1.951874,2184.583,0.06849391,0.2272731,2,1.951874,0.6795576495223142,0.06849391,0.2272731,2
cg02626307_CCT3,0,4114,2,1.951763,2182.283,0.0647134,0.2262707,2,1.951763,0.6763554397190967,0.0647134,0.2262707,2
cg02626307_C1orf182,0,4114,2,1.951763,2182.283,0.0647134,0.2262707,2,1.951763,0.6763554397190967,0.0647134,0.2262707,2
cg02626991_NGF,0,3737,2,1.948109,2193.503,0.06988875,0.2253841,2,1.948109,0.69197665449827,0.06988875,0.2253841,2
cg02627682_FLJ23867,0,4245,2,1.95256,2229.592,0.07374457,0.225346,2,1.95256,0.7422221108410122,0.07374457,0.225346,2
cg02627682_QSOX1,0,4245,2,1.95256,2229.592,0.07374457,0.225346,2,1.95256,0.7422221108410122,0.07374457,0.225346,2
cg02629942_GPR177,0,4377,2,1.952489,2185.04,0.06999109,0.2272186,2,1.952489,0.6801939146875621,0.06999109,0.2272186,2
cg02629942_MIR1262,0,4377,2,1.952489,2185.04,0.06999109,0.2272186,2,1.952489,0.6801939146875621,0.06999109,0.2272186,2
cg02630629_KCNAB2,0,4170,2,1.951777,2180.452,0.06444244,0.2276217,2,1.951777,0.6738062022627099,0.06444244,0.2276217,2
cg02631196_MEGF6,0,4162,2,1.951584,2183.141,0.06516563,0.2270802,2,1.951584,0.6775500032022103,0.06516563,0.2270802,2
cg02632261_AGRN,0,4058,2,1.952434,2220.722,0.06645924,0.2246826,2,1.952434,0.7298727191216484,0.06645924,0.2246826,2
cg02633729_DNM3,0,4233,2,1.951769,2184.145,0.06647614,0.2274172,2,1.951769,0.678947837394571,0.06647614,0.2274172,2
